data,bairro,tipo_crime,quantidade,zona,fonte,latitude,longitude,observacoes
2024-04-01,Anchieta,Roubo de veículo,1.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Anchieta,Roubo,6.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Anchieta,Lesão corporal,3.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Anchieta,Furto,9.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Anchieta,Ameaça,1.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Agronomia,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Agronomia,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Anchieta,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Agronomia,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Agronomia,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Aberta dos Morros,Tráfico de drogas,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Aberta dos Morros,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Aberta dos Morros,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Aberta dos Morros,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Aberta dos Morros,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Aberta dos Morros,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Agronomia,Furto,11.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Arquipélago,Ameaça,1.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Arquipélago,Furto,9.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Arquipélago,Lesão corporal,2.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Bela Vista,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Bela Vista,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Bela Vista,Furto,11.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Bela Vista,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Azenha,Roubo de veículo,1.0,Centro,SSP-RS (distribuído),,,
2024-04-01,Azenha,Roubo,4.0,Centro,SSP-RS (distribuído),,,
2024-04-01,Azenha,Lesão corporal,1.0,Centro,SSP-RS (distribuído),,,
2024-04-01,Azenha,Furto,9.0,Centro,SSP-RS (distribuído),,,
2024-04-01,Azenha,Ameaça,1.0,Centro,SSP-RS (distribuído),,,
2024-04-01,Auxiliadora,Tráfico de drogas,2.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Auxiliadora,Roubo de veículo,3.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Auxiliadora,Roubo,13.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Auxiliadora,Lesão corporal,6.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Auxiliadora,Furto,19.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Auxiliadora,Ameaça,3.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Arquipélago,Roubo de veículo,1.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Arquipélago,Roubo,5.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Belém Novo,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Chapéu do Sol,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Chapéu do Sol,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Chapéu do Sol,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Independência,Ameaça,1.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Ilha do Pavão,Roubo de veículo,1.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Ilha do Pavão,Roubo,5.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Ilha do Pavão,Lesão corporal,2.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Ilha do Pavão,Furto,9.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Ilha do Pavão,Ameaça,1.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Ilha da Pintada,Roubo de veículo,1.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Independência,Furto,9.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Ilha da Pintada,Roubo,5.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Ilha da Pintada,Furto,9.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Ilha da Pintada,Ameaça,1.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Hípica,Tráfico de drogas,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Hípica,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Hípica,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Hípica,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Hípica,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Ilha da Pintada,Lesão corporal,2.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Independência,Lesão corporal,3.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Independência,Roubo,6.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Independência,Roubo de veículo,1.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Jardim Lindóia,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Jardim Lindóia,Roubo de veículo,1.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Jardim Lindóia,Roubo,6.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Jardim Lindóia,Lesão corporal,3.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Jardim Lindóia,Furto,9.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Jardim Lindóia,Ameaça,1.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Jardim Botânico,Roubo de veículo,1.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Jardim Botânico,Roubo,4.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Vila Assunção,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Jardim Botânico,Furto,6.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Ipanema,Tráfico de drogas,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Ipanema,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Ipanema,Roubo,5.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Ipanema,Lesão corporal,3.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Ipanema,Furto,10.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Ipanema,Ameaça,2.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Independência,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Hípica,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Humaitá,Roubo de veículo,1.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Humaitá,Roubo,5.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Humaitá,Lesão corporal,2.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Espírito Santo,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Espírito Santo,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Espírito Santo,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Cristal,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Cristal,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Cristal,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Cristal,Furto,11.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Cristal,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Coronel Aparício Borges,Tráfico de drogas,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Coronel Aparício Borges,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Coronel Aparício Borges,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Coronel Aparício Borges,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Coronel Aparício Borges,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Coronel Aparício Borges,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Cidade Baixa,Latrocínio,1.0,Centro,Dataset Original,,,
2024-04-01,Chapéu do Sol,Tráfico de drogas,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Chapéu do Sol,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Espírito Santo,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Jardim São Pedro,Ameaça,1.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Espírito Santo,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Glória,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Humaitá,Furto,9.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Humaitá,Ameaça,1.0,Oeste,SSP-RS (distribuído),,,
2024-04-01,Higienópolis,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Higienópolis,Roubo de veículo,2.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Higienópolis,Roubo,7.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Higienópolis,Lesão corporal,3.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Higienópolis,Furto,11.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Higienópolis,Ameaça,2.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Guarujá,Tráfico de drogas,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Guarujá,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Guarujá,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Guarujá,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Guarujá,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Glória,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Glória,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Glória,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Glória,Furto,11.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Espírito Santo,Tráfico de drogas,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Vila Assunção,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Guarujá,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Vila Assunção,Tráfico de drogas,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Vila Ipiranga,Roubo de veículo,1.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Vila Ipiranga,Roubo,6.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Vila Ipiranga,Lesão corporal,3.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Vila Nova,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Vila Nova,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Vila Nova,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Vila Nova,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Vila Nova,Tráfico de drogas,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Volta do Guerino,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Vila Ipiranga,Furto,9.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Vila Ipiranga,Ameaça,1.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Vila Nova,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Volta do Guerino,Furto,11.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Vila Ipiranga,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-04-01,Vila João Pessoa,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Volta do Guerino,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Vila Conceição,Tráfico de drogas,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Vila Conceição,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Vila Conceição,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Volta do Guerino,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Vila João Pessoa,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Vila Conceição,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Vila Conceição,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Vila Assunção,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Vila Conceição,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-04-01,Volta do Guerino,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-04-01,Vila João Pessoa,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-04-02,Centro Histórico,Ameaça,1.0,Centro,Dataset Original,,,
2024-04-02,Centro Histórico,Roubo de veículo,1.0,Centro,Dataset Original,,,
2024-04-02,Praia de Belas,Lesão corporal,1.0,Centro,Dataset Original,,,
2024-04-02,Extrema,Ameaça,,Oeste,Modelo UFRGS (estimado),-30.086710027215965,-51.29337869822442,Dados estimados baseados no modelo UFRGS para Extrema
2024-04-02,Santa Rosa de Lima,Outros,,Norte,Modelo UFRGS (estimado),-30.08335625779296,-51.26004830054894,Dados estimados baseados no modelo UFRGS para Santa Rosa de Lima
2024-04-02,Boa Vista do Sul,Lesão corporal,,Sul,Modelo UFRGS (estimado),-29.974930020863383,-51.25205428084952,Dados estimados baseados no modelo UFRGS para Boa Vista do Sul
2024-04-02,Santa Maria Goretti,Ameaça,,Norte,Modelo UFRGS (estimado),-30.099542281862448,-51.1888239237777,Dados estimados baseados no modelo UFRGS para Santa Maria Goretti
2024-04-02,Protásio Alves,Estelionato,,Oeste,Modelo UFRGS (estimado),-29.949673108960106,-51.293278393141335,Dados estimados baseados no modelo UFRGS para Protásio Alves
2024-04-02,Alto Petrópolis,Ameaça,,Leste,Modelo UFRGS (estimado),-29.95252188528309,-51.31627409417033,Dados estimados baseados no modelo UFRGS para Alto Petrópolis
2024-04-03,Farrapos,Homicídio,,Norte,Modelo UFRGS (estimado),-29.993560748053177,-51.26749328938434,Dados estimados baseados no modelo UFRGS para Farrapos
2024-04-03,Chácara das Pedras,Estelionato,,Oeste,Modelo UFRGS (estimado),-30.03288575984625,-51.13492144324288,Dados estimados baseados no modelo UFRGS para Chácara das Pedras
2024-04-03,Jardim Carvalho,Furto,,Leste,Modelo UFRGS (estimado),-30.08629637017766,-51.28576055928808,Dados estimados baseados no modelo UFRGS para Jardim Carvalho
2024-04-04,Coronel Marcos,Roubo,,Leste,Modelo UFRGS (estimado),-30.00140343544057,-51.308611959075286,Dados estimados baseados no modelo UFRGS para Coronel Marcos
2024-04-04,Vila Farrapos,Lesão corporal,,Norte,Modelo UFRGS (estimado),-29.981913319479357,-51.218472134595146,Dados estimados baseados no modelo UFRGS para Vila Farrapos
2024-04-04,Chácara do Banco,Furto,,Oeste,Modelo UFRGS (estimado),-29.99748860663417,-51.18933720587577,Dados estimados baseados no modelo UFRGS para Chácara do Banco
2024-04-04,Santa Tereza,Furto,,Norte,Modelo UFRGS (estimado),-29.938419063970525,-51.267054996507255,Dados estimados baseados no modelo UFRGS para Santa Tereza
2024-04-04,Protásio Alves,Furto,,Oeste,Modelo UFRGS (estimado),-30.008633902257472,-51.20768400709289,Dados estimados baseados no modelo UFRGS para Protásio Alves
2024-04-05,Ilha Grande dos Marinheiros,Roubo de veículo,,Leste,Modelo UFRGS (estimado),-30.09724803829029,-51.2738666454852,Dados estimados baseados no modelo UFRGS para Ilha Grande dos Marinheiros
2024-04-05,Jardim Itu,Estelionato,,Norte,Modelo UFRGS (estimado),-30.064966427423908,-51.13845465593946,Dados estimados baseados no modelo UFRGS para Jardim Itu
2024-04-05,Dois Irmãos,Roubo de veículo,,Oeste,Modelo UFRGS (estimado),-30.047347081168315,-51.27270431985625,Dados estimados baseados no modelo UFRGS para Dois Irmãos
2024-04-05,Chácara das Pedras,Furto,,Oeste,Modelo UFRGS (estimado),-29.97644168474794,-51.15912486407248,Dados estimados baseados no modelo UFRGS para Chácara das Pedras
2024-04-06,Chácara das Pedras,Sequestro,,Oeste,Modelo UFRGS (estimado),-30.026670986418623,-51.27893299004048,Dados estimados baseados no modelo UFRGS para Chácara das Pedras
2024-04-06,Farrapos,Furto,,Norte,Modelo UFRGS (estimado),-29.989396786603105,-51.208925764230834,Dados estimados baseados no modelo UFRGS para Farrapos
2024-04-06,Estância Velha,Estelionato,,Leste,Modelo UFRGS (estimado),-29.961463924813746,-51.27691863731373,Dados estimados baseados no modelo UFRGS para Estância Velha
2024-04-07,Jardim Itu,Lesão corporal,,Norte,Modelo UFRGS (estimado),-30.02068363350793,-51.16736563370376,Dados estimados baseados no modelo UFRGS para Jardim Itu
2024-04-07,Jardim Carvalho,Roubo de veículo,,Leste,Modelo UFRGS (estimado),-30.124602127255976,-51.12532774778388,Dados estimados baseados no modelo UFRGS para Jardim Carvalho
2024-04-07,Dois Irmãos,Lesão corporal,,Oeste,Modelo UFRGS (estimado),-30.13136121684903,-51.30374781873532,Dados estimados baseados no modelo UFRGS para Dois Irmãos
2024-04-07,Chácara das Pedras,Roubo,,Oeste,Modelo UFRGS (estimado),-30.126565295476183,-51.1544187566839,Dados estimados baseados no modelo UFRGS para Chácara das Pedras
2024-04-07,Boa Vista do Sul,Ameaça,,Sul,Modelo UFRGS (estimado),-30.10047396698365,-51.18818149882714,Dados estimados baseados no modelo UFRGS para Boa Vista do Sul
2024-04-07,Getúlio Vargas,Ameaça,,Leste,Modelo UFRGS (estimado),-30.024597474709143,-51.26136984519777,Dados estimados baseados no modelo UFRGS para Getúlio Vargas
2024-04-07,Extrema,Lesão corporal,,Oeste,Modelo UFRGS (estimado),-30.077186145457187,-51.29191588504049,Dados estimados baseados no modelo UFRGS para Extrema
2024-04-07,Teresópolis,Lesão corporal,,Sul,Modelo UFRGS (estimado),-30.127583998268715,-51.23500040407431,Dados estimados baseados no modelo UFRGS para Teresópolis
2024-04-07,Alto Petrópolis,Lesão corporal,,Leste,Modelo UFRGS (estimado),-29.93951058546771,-51.2640195407814,Dados estimados baseados no modelo UFRGS para Alto Petrópolis
2024-04-08,São Sebastião,Lesão corporal,,Leste,Modelo UFRGS (estimado),-30.111009138757336,-51.13729613018032,Dados estimados baseados no modelo UFRGS para São Sebastião
2024-04-08,Boa Vista do Sul,Ameaça,,Sul,Modelo UFRGS (estimado),-30.00014973988126,-51.27628953542288,Dados estimados baseados no modelo UFRGS para Boa Vista do Sul
2024-04-08,Passo da Areia,Furto,,Norte,Modelo UFRGS (estimado),-29.982685484180852,-51.2168089581226,Dados estimados baseados no modelo UFRGS para Passo da Areia
2024-04-08,Passo da Areia,Roubo,,Norte,Modelo UFRGS (estimado),-30.02157783848552,-51.21049107052747,Dados estimados baseados no modelo UFRGS para Passo da Areia
2024-04-09,Jardim Itu,Lesão corporal,,Norte,Modelo UFRGS (estimado),-30.07455087641505,-51.14372499679487,Dados estimados baseados no modelo UFRGS para Jardim Itu
2024-04-09,Santa Rosa de Lima,Roubo de veículo,,Norte,Modelo UFRGS (estimado),-30.081470997986813,-51.2423725285961,Dados estimados baseados no modelo UFRGS para Santa Rosa de Lima
2024-04-09,Estância Velha,Lesão corporal,,Leste,Modelo UFRGS (estimado),-30.003573278670856,-51.29046856931411,Dados estimados baseados no modelo UFRGS para Estância Velha
2024-04-09,São Sebastião,Ameaça,,Leste,Modelo UFRGS (estimado),-30.069066611885106,-51.13950243349239,Dados estimados baseados no modelo UFRGS para São Sebastião
2024-04-09,Jardim Itu,Ameaça,,Norte,Modelo UFRGS (estimado),-30.040356120287225,-51.2054874659415,Dados estimados baseados no modelo UFRGS para Jardim Itu
2024-04-09,Farrapos,Ameaça,,Norte,Modelo UFRGS (estimado),-29.94608250702663,-51.236198929500055,Dados estimados baseados no modelo UFRGS para Farrapos
2024-04-10,Santa Tereza,Tráfico de drogas,,Norte,Modelo UFRGS (estimado),-30.01561158784519,-51.27717742862752,Dados estimados baseados no modelo UFRGS para Santa Tereza
2024-04-10,Dois Irmãos,Roubo de veículo,,Oeste,Modelo UFRGS (estimado),-30.087701759140334,-51.22950729846225,Dados estimados baseados no modelo UFRGS para Dois Irmãos
2024-04-10,Jardim Itu,Roubo de veículo,,Norte,Modelo UFRGS (estimado),-30.0355330583716,-51.15484649148564,Dados estimados baseados no modelo UFRGS para Jardim Itu
2024-04-10,Coronel Marcos,Roubo de veículo,,Leste,Modelo UFRGS (estimado),-30.03094617453582,-51.29147762458817,Dados estimados baseados no modelo UFRGS para Coronel Marcos
2024-04-11,Coronel Marcos,Lesão corporal,,Leste,Modelo UFRGS (estimado),-29.95114419528152,-51.26000671519182,Dados estimados baseados no modelo UFRGS para Coronel Marcos
2024-04-11,Alto Petrópolis,Furto,,Leste,Modelo UFRGS (estimado),-30.035126450089933,-51.25160502767429,Dados estimados baseados no modelo UFRGS para Alto Petrópolis
2024-04-12,São Sebastião,Roubo,,Leste,Modelo UFRGS (estimado),-29.95363705129988,-51.22099541105178,Dados estimados baseados no modelo UFRGS para São Sebastião
2024-04-13,Vila Farrapos,Roubo de veículo,,Norte,Modelo UFRGS (estimado),-30.025348338846378,-51.30946103389203,Dados estimados baseados no modelo UFRGS para Vila Farrapos
2024-04-13,Farrapos,Roubo,,Norte,Modelo UFRGS (estimado),-29.95619980709221,-51.31506452939152,Dados estimados baseados no modelo UFRGS para Farrapos
2024-04-13,Bom Jesus,Roubo de veículo,,Norte,Modelo UFRGS (estimado),-29.992823093481352,-51.25021160234528,Dados estimados baseados no modelo UFRGS para Bom Jesus
2024-04-13,Vila dos Comerciários,Tráfico de drogas,,Norte,Modelo UFRGS (estimado),-30.117471874569254,-51.189165817373016,Dados estimados baseados no modelo UFRGS para Vila dos Comerciários
2024-04-13,Santa Tereza,Furto,,Norte,Modelo UFRGS (estimado),-29.948942820062246,-51.26409439112674,Dados estimados baseados no modelo UFRGS para Santa Tereza
2024-04-13,Getúlio Vargas,Roubo de veículo,,Leste,Modelo UFRGS (estimado),-29.996328784837104,-51.21810229267204,Dados estimados baseados no modelo UFRGS para Getúlio Vargas
2024-04-14,São Sebastião,Furto,,Leste,Modelo UFRGS (estimado),-30.023246128920647,-51.22846995636813,Dados estimados baseados no modelo UFRGS para São Sebastião
2024-04-14,Fazenda São Borja,Estelionato,,Leste,Modelo UFRGS (estimado),-30.08300051172541,-51.1326490083226,Dados estimados baseados no modelo UFRGS para Fazenda São Borja
2024-04-14,Fazenda São Borja,Outros,,Leste,Modelo UFRGS (estimado),-30.029910402856046,-51.2728271525965,Dados estimados baseados no modelo UFRGS para Fazenda São Borja
2024-04-14,Teresópolis,Homicídio,,Sul,Modelo UFRGS (estimado),-30.12820535319872,-51.20396659764216,Dados estimados baseados no modelo UFRGS para Teresópolis
2024-04-15,Passo da Areia,Ameaça,,Norte,Modelo UFRGS (estimado),-29.990204249733345,-51.12927579402451,Dados estimados baseados no modelo UFRGS para Passo da Areia
2024-04-15,Vila Farrapos,Furto,,Norte,Modelo UFRGS (estimado),-30.062632971835026,-51.28386822099752,Dados estimados baseados no modelo UFRGS para Vila Farrapos
2024-04-16,Chácara do Banco,Roubo de veículo,,Oeste,Modelo UFRGS (estimado),-30.13133950033656,-51.123403220225846,Dados estimados baseados no modelo UFRGS para Chácara do Banco
2024-04-16,Santa Maria Goretti,Furto,,Norte,Modelo UFRGS (estimado),-30.09741411124936,-51.28383257859577,Dados estimados baseados no modelo UFRGS para Santa Maria Goretti
2024-04-17,Ilha Grande dos Marinheiros,Estelionato,,Leste,Modelo UFRGS (estimado),-30.09294446338504,-51.28523641434094,Dados estimados baseados no modelo UFRGS para Ilha Grande dos Marinheiros
2024-04-17,Dois Irmãos,Furto,,Oeste,Modelo UFRGS (estimado),-30.12087263120017,-51.15559683801742,Dados estimados baseados no modelo UFRGS para Dois Irmãos
2024-04-17,Passo da Areia,Lesão corporal,,Norte,Modelo UFRGS (estimado),-30.093481447340228,-51.28490947441169,Dados estimados baseados no modelo UFRGS para Passo da Areia
2024-04-17,Chácara das Pedras,Roubo de veículo,,Oeste,Modelo UFRGS (estimado),-30.070141692236813,-51.180171439206056,Dados estimados baseados no modelo UFRGS para Chácara das Pedras
2024-04-17,Vila Farrapos,Furto,,Norte,Modelo UFRGS (estimado),-30.03155000205378,-51.124135068719,Dados estimados baseados no modelo UFRGS para Vila Farrapos
2024-04-17,Jardim Isabel,Roubo,,Oeste,Modelo UFRGS (estimado),-29.955324870640336,-51.217094823470575,Dados estimados baseados no modelo UFRGS para Jardim Isabel
2024-04-18,Vila dos Comerciários,Ameaça,,Norte,Modelo UFRGS (estimado),-30.055050418271502,-51.31674964734531,Dados estimados baseados no modelo UFRGS para Vila dos Comerciários
2024-04-18,Ilha Grande dos Marinheiros,Tráfico de drogas,,Leste,Modelo UFRGS (estimado),-30.084410478639327,-51.30193592128113,Dados estimados baseados no modelo UFRGS para Ilha Grande dos Marinheiros
2024-04-18,Teresópolis,Ameaça,,Sul,Modelo UFRGS (estimado),-30.093837406477707,-51.1959412586741,Dados estimados baseados no modelo UFRGS para Teresópolis
2024-04-19,Ilha Grande dos Marinheiros,Lesão corporal,,Leste,Modelo UFRGS (estimado),-30.11248499302819,-51.25166931702008,Dados estimados baseados no modelo UFRGS para Ilha Grande dos Marinheiros
2024-04-19,Jardim Isabel,Furto,,Oeste,Modelo UFRGS (estimado),-30.074930404917303,-51.11992107129687,Dados estimados baseados no modelo UFRGS para Jardim Isabel
2024-04-20,Teresópolis,Furto,,Sul,Modelo UFRGS (estimado),-30.106194320170196,-51.17981086623805,Dados estimados baseados no modelo UFRGS para Teresópolis
2024-04-20,Protásio Alves,Estelionato,,Oeste,Modelo UFRGS (estimado),-29.969999870169005,-51.19561408241277,Dados estimados baseados no modelo UFRGS para Protásio Alves
2024-04-20,Chácara do Banco,Ameaça,,Oeste,Modelo UFRGS (estimado),-29.972770677798177,-51.23011550748144,Dados estimados baseados no modelo UFRGS para Chácara do Banco
2024-04-20,Vila Jardim,Lesão corporal,,Leste,Modelo UFRGS (estimado),-30.093546078595004,-51.28858014091474,Dados estimados baseados no modelo UFRGS para Vila Jardim
2024-04-20,Jardim Europa,Extorsão,,Leste,Modelo UFRGS (estimado),-30.066043807472788,-51.15014274674935,Dados estimados baseados no modelo UFRGS para Jardim Europa
2024-04-20,Passo das Pedras,Lesão corporal,,Oeste,Modelo UFRGS (estimado),-30.00378803087924,-51.28910329150136,Dados estimados baseados no modelo UFRGS para Passo das Pedras
2024-04-20,Teresópolis,Ameaça,,Sul,Modelo UFRGS (estimado),-29.9696266534106,-51.14569221788978,Dados estimados baseados no modelo UFRGS para Teresópolis
2024-04-20,Coronel Marcos,Extorsão,,Leste,Modelo UFRGS (estimado),-30.083555609065744,-51.12712711117232,Dados estimados baseados no modelo UFRGS para Coronel Marcos
2024-04-21,São Sebastião,Roubo de veículo,,Leste,Modelo UFRGS (estimado),-30.125843772617863,-51.15687752922211,Dados estimados baseados no modelo UFRGS para São Sebastião
