data_registro,hora,tipo_crime,bairro,municipio,ano,dia_semana,mes,periodo_dia,mortes_intervencao_policial,prisoes_realizadas,apreensoes_armas,apreensoes_drogas_kg,policiais_envolvidos,tipo_operacao
2024-01-25,07:39,roubo_pedestres,Camaquã,Porto Alegre,2024,segunda,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,05:36,roubo_pedestres,Camaquã,Porto Alegre,2024,terça,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,09:41,roubo_pedestres,São José,Porto Alegre,2024,sexta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,19:24,furto_celulares,Santana,Porto Alegre,2024,quinta,1,noite,0.0,4.0,2.0,2.11,10.0,Operação Saturação
2024-01-25,11:32,furto_celulares,Camaquã,Porto Alegre,2024,quarta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,16:58,furto_celulares,Lomba do Pinheiro,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,1.41,20.0,Operação Anti-Drogas
2024-01-25,16:11,furto_celulares,Camaquã,Porto Alegre,2024,quinta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,19:04,roubo_veiculos,Camaquã,Porto Alegre,2024,sexta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,16:32,roubo_pedestres,Cavalhada,Porto Alegre,2024,quarta,1,tarde,0.0,3.0,1.0,2.45,21.0,Patrulha Maria da Penha
2024-01-25,17:59,furto_celulares,Cidade Baixa,Porto Alegre,2024,quinta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,18:19,roubo_pedestres,Hípica,Porto Alegre,2024,sexta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,08:05,roubo_veiculos,Moinhos de Vento,Porto Alegre,2024,segunda,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,16:22,roubo_pedestres,Camaquã,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,23:47,roubo_veiculos,Moinhos de Vento,Porto Alegre,2024,sexta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,12:14,roubo_pedestres,Rubem Berta,Porto Alegre,2024,segunda,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,22:18,furto_celulares,Ipanema,Porto Alegre,2024,quarta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,16:53,roubo_pedestres,Anchieta,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,16:30,furto_celulares,São José,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,17:59,roubo_pedestres,Restinga,Porto Alegre,2024,quarta,1,tarde,0.0,1.0,0.0,0.02,15.0,Operação Agro-Hórus
2024-01-25,23:38,roubo_pedestres,Navegantes,Porto Alegre,2024,quarta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,20:29,furto_celulares,Santana,Porto Alegre,2024,sexta,1,noite,0.0,4.0,2.0,2.11,10.0,Operação Saturação
2024-01-25,04:07,roubo_pedestres,Partenon,Porto Alegre,2024,sábado,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,02:46,roubo_pedestres,Santana,Porto Alegre,2024,segunda,1,madrugada,0.0,4.0,2.0,2.11,10.0,Operação Saturação
2024-01-25,13:33,furto_celulares,São José,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,14:00,roubo_pedestres,Cristal,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,19:57,roubo_pedestres,Sarandi,Porto Alegre,2024,quinta,1,noite,0.0,0.0,0.0,0.0,3.0,Monitoramento Agressor
2024-01-25,12:55,furto_celulares,Vila Jardim,Porto Alegre,2024,quinta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,19:07,furto_celulares,Vila Nova,Porto Alegre,2024,quinta,1,noite,0.0,2.0,0.0,0.29,8.0,Operação Integrada
2024-01-25,03:28,roubo_veiculos,Lomba do Pinheiro,Porto Alegre,2024,domingo,1,madrugada,0.0,0.0,0.0,1.41,20.0,Operação Anti-Drogas
2024-01-25,16:25,furto_celulares,Cavalhada,Porto Alegre,2024,quinta,1,tarde,0.0,3.0,1.0,2.45,21.0,Patrulha Maria da Penha
2024-01-25,21:27,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,sexta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,11:30,roubo_pedestres,Menino Deus,Porto Alegre,2024,segunda,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-25,14:53,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,terça,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,13:38,furto_celulares,Centro Histórico,Porto Alegre,2024,domingo,1,tarde,0.0,3.0,0.0,6.71,15.0,Operação Integrada
2024-01-26,21:38,roubo_pedestres,Hípica,Porto Alegre,2024,segunda,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,05:26,furto_celulares,São José,Porto Alegre,2024,terça,1,madrugada,0.0,3.0,0.0,1.93,22.0,Operação Integrada
2024-01-26,13:36,furto_celulares,Restinga,Porto Alegre,2024,segunda,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,15:25,roubo_estabelecimentos,Navegantes,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,16:56,furto_celulares,Humaitá,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,19:09,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,domingo,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,18:35,roubo_pedestres,Restinga,Porto Alegre,2024,quinta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,22:27,roubo_pedestres,Vila Nova,Porto Alegre,2024,terça,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,09:33,furto_celulares,Hípica,Porto Alegre,2024,sábado,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,15:24,furto_celulares,Farroupilha,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,08:09,roubo_pedestres,Menino Deus,Porto Alegre,2024,quinta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,14:14,furto_celulares,Sarandi,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,14:31,furto_celulares,Menino Deus,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,22:02,roubo_veiculos,Farroupilha,Porto Alegre,2024,domingo,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,13:55,roubo_pedestres,Lomba do Pinheiro,Porto Alegre,2024,quinta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,20:38,furto_celulares,Camaquã,Porto Alegre,2024,quinta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,22:51,furto_celulares,Farroupilha,Porto Alegre,2024,domingo,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,18:14,roubo_veiculos,Santana,Porto Alegre,2024,quinta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,15:43,furto_celulares,São José,Porto Alegre,2024,domingo,1,tarde,0.0,3.0,0.0,1.93,22.0,Operação Integrada
2024-01-26,21:59,roubo_pedestres,Anchieta,Porto Alegre,2024,domingo,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,13:09,furto_celulares,Partenon,Porto Alegre,2024,terça,1,tarde,0.0,1.0,0.0,1.58,17.0,Operação Integrada
2024-01-26,14:34,roubo_pedestres,Rubem Berta,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,19:57,roubo_veiculos,Lomba do Pinheiro,Porto Alegre,2024,quarta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,22:47,roubo_pedestres,Partenon,Porto Alegre,2024,quarta,1,noite,0.0,1.0,0.0,1.58,17.0,Operação Integrada
2024-01-26,09:30,roubo_pedestres,Jardim Carvalho,Porto Alegre,2024,quinta,1,manhã,0.0,0.0,1.0,2.56,9.0,Operação Anti-Drogas
2024-01-26,05:23,roubo_pedestres,Nonoai,Porto Alegre,2024,sexta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,19:00,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,segunda,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,22:15,roubo_veiculos,Restinga,Porto Alegre,2024,quarta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,21:48,roubo_veiculos,Santana,Porto Alegre,2024,segunda,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,02:26,roubo_pedestres,Partenon,Porto Alegre,2024,sexta,1,madrugada,0.0,1.0,0.0,1.58,17.0,Operação Integrada
2024-01-26,13:58,roubo_veiculos,Vila Jardim,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,05:33,roubo_pedestres,Farroupilha,Porto Alegre,2024,segunda,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,20:42,roubo_pedestres,Restinga,Porto Alegre,2024,terça,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,17:07,roubo_pedestres,Camaquã,Porto Alegre,2024,segunda,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,03:50,roubo_pedestres,Centro Histórico,Porto Alegre,2024,quinta,1,madrugada,0.0,3.0,0.0,6.71,15.0,Operação Integrada
2024-01-26,01:07,roubo_estabelecimentos,Jardim Carvalho,Porto Alegre,2024,sexta,1,madrugada,0.0,0.0,1.0,2.56,9.0,Operação Anti-Drogas
2024-01-26,08:29,roubo_veiculos,São José,Porto Alegre,2024,terça,1,manhã,0.0,3.0,0.0,1.93,22.0,Operação Integrada
2024-01-26,13:39,roubo_pedestres,Centro Histórico,Porto Alegre,2024,quinta,1,tarde,0.0,3.0,0.0,6.71,15.0,Operação Integrada
2024-01-26,06:49,roubo_transporte,Farroupilha,Porto Alegre,2024,quarta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,12:53,roubo_estabelecimentos,Restinga,Porto Alegre,2024,quinta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,13:36,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,00:16,furto_celulares,Santana,Porto Alegre,2024,quinta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,04:18,furto_celulares,Centro Histórico,Porto Alegre,2024,domingo,1,madrugada,0.0,3.0,0.0,6.71,15.0,Operação Integrada
2024-01-26,19:44,roubo_veiculos,Menino Deus,Porto Alegre,2024,sexta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,16:30,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,14:01,roubo_pedestres,Humaitá,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,18:54,furto_celulares,Anchieta,Porto Alegre,2024,quinta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,16:39,roubo_pedestres,São José,Porto Alegre,2024,segunda,1,tarde,0.0,3.0,0.0,1.93,22.0,Operação Integrada
2024-01-26,19:42,furto_celulares,Navegantes,Porto Alegre,2024,sábado,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,22:03,roubo_pedestres,São José,Porto Alegre,2024,sexta,1,noite,0.0,3.0,0.0,1.93,22.0,Operação Integrada
2024-01-26,22:25,furto_celulares,Restinga,Porto Alegre,2024,sábado,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,06:00,roubo_veiculos,Cristal,Porto Alegre,2024,quarta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,16:53,roubo_transporte,Menino Deus,Porto Alegre,2024,segunda,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,12:30,roubo_estabelecimentos,Humaitá,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-26,14:14,furto_celulares,Higienópolis,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,03:34,roubo_pedestres,Lomba do Pinheiro,Porto Alegre,2024,quinta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,10:35,roubo_veiculos,Sarandi,Porto Alegre,2024,quarta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,01:29,roubo_veiculos,Cidade Baixa,Porto Alegre,2024,domingo,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,20:42,roubo_veiculos,Anchieta,Porto Alegre,2024,segunda,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,11:30,furto_celulares,Cristal,Porto Alegre,2024,segunda,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,22:15,roubo_pedestres,Vila Nova,Porto Alegre,2024,quinta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,00:31,roubo_veiculos,Auxiliadora,Porto Alegre,2024,terça,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,20:49,furto_celulares,Menino Deus,Porto Alegre,2024,quinta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,04:42,roubo_pedestres,Anchieta,Porto Alegre,2024,quinta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,07:34,roubo_pedestres,Três Figueiras,Porto Alegre,2024,quinta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,18:36,roubo_pedestres,Vila Jardim,Porto Alegre,2024,terça,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,14:04,roubo_pedestres,Petrópolis,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,05:59,furto_celulares,Jardim Carvalho,Porto Alegre,2024,sexta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,13:12,furto_celulares,Cidade Baixa,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,13:57,roubo_pedestres,Lomba do Pinheiro,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,08:17,roubo_pedestres,Restinga,Porto Alegre,2024,quinta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,08:44,roubo_pedestres,Sarandi,Porto Alegre,2024,sexta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,22:13,roubo_veiculos,Partenon,Porto Alegre,2024,domingo,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,03:12,roubo_pedestres,Sarandi,Porto Alegre,2024,terça,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,22:48,roubo_pedestres,Cavalhada,Porto Alegre,2024,terça,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,19:06,roubo_pedestres,Partenon,Porto Alegre,2024,terça,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,17:06,roubo_pedestres,Navegantes,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,10:02,roubo_veiculos,Higienópolis,Porto Alegre,2024,sábado,1,manhã,0.0,1.0,0.0,0.72,5.0,Operação Integrada
2024-01-27,12:17,roubo_pedestres,Jardim Carvalho,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,00:38,roubo_pedestres,São José,Porto Alegre,2024,quarta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,05:54,roubo_pedestres,Farroupilha,Porto Alegre,2024,quarta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,18:10,roubo_pedestres,Rubem Berta,Porto Alegre,2024,quarta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,03:39,furto_celulares,São José,Porto Alegre,2024,sexta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,16:32,furto_celulares,Centro Histórico,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,15:01,roubo_pedestres,Cristal,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,00:09,furto_celulares,Menino Deus,Porto Alegre,2024,domingo,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,03:58,roubo_estabelecimentos,Navegantes,Porto Alegre,2024,quarta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,13:13,roubo_pedestres,Partenon,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,17:08,furto_celulares,Sarandi,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,06:14,roubo_pedestres,Sarandi,Porto Alegre,2024,terça,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,12:05,furto_celulares,Rubem Berta,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,18:43,roubo_pedestres,Santana,Porto Alegre,2024,sábado,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,15:12,roubo_veiculos,Santana,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,05:00,roubo_veiculos,Chácara das Pedras,Porto Alegre,2024,sábado,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,11:26,roubo_pedestres,Rubem Berta,Porto Alegre,2024,sexta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,00:05,roubo_transporte,Farroupilha,Porto Alegre,2024,terça,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,14:36,roubo_pedestres,Anchieta,Porto Alegre,2024,terça,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,11:52,furto_celulares,São José,Porto Alegre,2024,quinta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,14:26,roubo_veiculos,Humaitá,Porto Alegre,2024,quinta,1,tarde,0.0,1.0,0.0,1.34,12.0,Operação Integrada
2024-01-27,13:40,roubo_pedestres,Cavalhada,Porto Alegre,2024,quinta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,12:32,furto_celulares,Restinga,Porto Alegre,2024,terça,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,20:44,roubo_pedestres,Humaitá,Porto Alegre,2024,domingo,1,noite,0.0,1.0,0.0,1.34,12.0,Operação Integrada
2024-01-27,01:22,roubo_pedestres,Sarandi,Porto Alegre,2024,domingo,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,13:52,furto_celulares,Bom Fim,Porto Alegre,2024,quinta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,08:08,furto_celulares,Cidade Baixa,Porto Alegre,2024,quinta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,10:47,roubo_pedestres,Centro Histórico,Porto Alegre,2024,segunda,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,14:42,roubo_pedestres,Menino Deus,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,11:21,roubo_veiculos,Santana,Porto Alegre,2024,terça,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-27,13:20,roubo_pedestres,Anchieta,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,19:15,roubo_pedestres,Anchieta,Porto Alegre,2024,domingo,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,08:36,roubo_pedestres,Ipanema,Porto Alegre,2024,sábado,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,02:37,roubo_pedestres,Centro Histórico,Porto Alegre,2024,sábado,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,05:44,roubo_estabelecimentos,Auxiliadora,Porto Alegre,2024,quinta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,16:48,furto_celulares,Moinhos de Vento,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,11:57,roubo_pedestres,Auxiliadora,Porto Alegre,2024,terça,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,20:17,roubo_pedestres,Ipanema,Porto Alegre,2024,segunda,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,05:37,furto_celulares,Cristal,Porto Alegre,2024,segunda,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,18:52,roubo_estabelecimentos,Farroupilha,Porto Alegre,2024,quarta,1,noite,0.0,3.0,0.0,1.79,20.0,Operação Cerco
2024-01-28,15:44,roubo_pedestres,Hípica,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,07:09,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,quinta,1,manhã,0.0,1.0,0.0,0.0,4.0,Monitoramento Agressor
2024-01-28,14:26,roubo_pedestres,Farroupilha,Porto Alegre,2024,sexta,1,tarde,0.0,3.0,0.0,1.79,20.0,Operação Cerco
2024-01-28,22:24,roubo_pedestres,Santana,Porto Alegre,2024,sexta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,08:03,roubo_pedestres,Menino Deus,Porto Alegre,2024,domingo,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,16:21,roubo_pedestres,Hípica,Porto Alegre,2024,segunda,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,12:03,furto_celulares,Restinga,Porto Alegre,2024,segunda,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,02:41,furto_celulares,Rubem Berta,Porto Alegre,2024,sábado,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,19:13,roubo_veiculos,Santana,Porto Alegre,2024,sábado,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,10:15,furto_celulares,Vila Jardim,Porto Alegre,2024,sábado,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,19:33,roubo_pedestres,Vila Jardim,Porto Alegre,2024,sexta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,21:01,roubo_veiculos,Higienópolis,Porto Alegre,2024,domingo,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,23:29,roubo_pedestres,Restinga,Porto Alegre,2024,segunda,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,13:35,roubo_veiculos,Cidade Baixa,Porto Alegre,2024,quinta,1,tarde,0.0,1.0,0.0,0.0,4.0,Monitoramento Agressor
2024-01-28,15:18,furto_celulares,Farroupilha,Porto Alegre,2024,quinta,1,tarde,0.0,3.0,0.0,1.79,20.0,Operação Cerco
2024-01-28,20:54,furto_celulares,Santana,Porto Alegre,2024,sexta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,13:05,roubo_pedestres,Camaquã,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,13:09,roubo_pedestres,Rubem Berta,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,23:47,furto_celulares,Vila Nova,Porto Alegre,2024,domingo,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,12:47,furto_celulares,Lomba do Pinheiro,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,16:18,furto_celulares,Centro Histórico,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,17:13,roubo_veiculos,Lomba do Pinheiro,Porto Alegre,2024,quinta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,14:26,roubo_pedestres,Vila Jardim,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,12:22,roubo_pedestres,Farroupilha,Porto Alegre,2024,quarta,1,tarde,0.0,3.0,0.0,1.79,20.0,Operação Cerco
2024-01-28,11:07,furto_celulares,Menino Deus,Porto Alegre,2024,quarta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,06:39,roubo_veiculos,Santana,Porto Alegre,2024,quinta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,10:54,roubo_pedestres,Anchieta,Porto Alegre,2024,domingo,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,08:47,furto_celulares,Centro Histórico,Porto Alegre,2024,quinta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,05:42,roubo_pedestres,Camaquã,Porto Alegre,2024,segunda,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,09:47,roubo_pedestres,Nonoai,Porto Alegre,2024,quinta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,21:44,furto_celulares,Vila Jardim,Porto Alegre,2024,terça,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,17:39,furto_celulares,Hípica,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,04:51,furto_celulares,Sarandi,Porto Alegre,2024,terça,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-28,23:03,roubo_veiculos,Humaitá,Porto Alegre,2024,quinta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-29,12:12,roubo_pedestres,Menino Deus,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,5.46,16.0,Patrulha Maria da Penha
